CODE,NAME,YEAR,SERIES,VALUE
143,Central Asia,2005,Teachers at tertiary level (thousands),102.0038
143,Central Asia,2010,Teachers at primary level (thousands),226.2535
143,Central Asia,2010,Pupil-teacher ratio in primary education,18.7913
143,Central Asia,2010,Teachers at secondary level (thousands),747.3417
143,Central Asia,2010,Pupil-teacher ratio in secondary education,11.5133
143,Central Asia,2010,Teachers at tertiary level (thousands),113.1154
143,Central Asia,2015,Teachers at primary level (thousands),253.0115
143,Central Asia,2015,Pupil-teacher ratio in primary education,19.0754
143,Central Asia,2015,Teachers at secondary level (thousands),784.3816
143,Central Asia,2015,Pupil-teacher ratio in secondary education,10.1676
143,Central Asia,2015,Teachers at tertiary level (thousands),116.898
143,Central Asia,2018,Teachers at primary level (thousands),264.354
143,Central Asia,2018,Pupil-teacher ratio in primary education,21.2621
143,Central Asia,2018,Teachers at secondary level (thousands),834.8842
143,Central Asia,2018,Pupil-teacher ratio in secondary education,9.431
143,Central Asia,2018,Teachers at tertiary level (thousands),107.052
30,Eastern Asia,2005,Teachers at primary level (thousands),6683.2843
30,Eastern Asia,2005,Pupil-teacher ratio in primary education,18.9061
30,Eastern Asia,2005,Teachers at secondary level (thousands),6499.985
30,Eastern Asia,2005,Pupil-teacher ratio in secondary education,17.7265
30,Eastern Asia,2005,Teachers at tertiary level (thousands),2179.4517
30,Eastern Asia,2010,Teachers at primary level (thousands),6658.6158
30,Eastern Asia,2010,Pupil-teacher ratio in primary education,17.0602
30,Eastern Asia,2010,Teachers at secondary level (thousands),7435.1411
30,Eastern Asia,2010,Pupil-teacher ratio in secondary education,15.2694
30,Eastern Asia,2010,Teachers at tertiary level (thousands),2404.7963
30,Eastern Asia,2015,Teachers at primary level (thousands),6564.859
30,Eastern Asia,2015,Pupil-teacher ratio in primary education,16.3421
30,Eastern Asia,2015,Teachers at secondary level (thousands),7280.889
30,Eastern Asia,2015,Pupil-teacher ratio in secondary education,13.6797
30,Eastern Asia,2018,Teachers at primary level (thousands),6930.1742
30,Eastern Asia,2018,Pupil-teacher ratio in primary education,16.4227
30,Eastern Asia,2018,Teachers at secondary level (thousands),7302.0984
30,Eastern Asia,2018,Pupil-teacher ratio in secondary education,13.1531
62,South-central Asia,2005,Teachers at primary level (thousands),4825.8753
62,South-central Asia,2005,Pupil-teacher ratio in primary education,38.6025
62,South-central Asia,2005,Teachers at secondary level (thousands),4949.4896
62,South-central Asia,2005,Pupil-teacher ratio in secondary education,26.221
62,South-central Asia,2005,Teachers at tertiary level (thousands),843.2299
62,South-central Asia,2010,Teachers at primary level (thousands),5501.5609
62,South-central Asia,2010,Pupil-teacher ratio in primary education,35.6429
62,South-central Asia,2010,Teachers at secondary level (thousands),6446.4185
62,South-central Asia,2010,Pupil-teacher ratio in secondary education,23.5752
62,South-central Asia,2010,Teachers at tertiary level (thousands),1369.5435
62,South-central Asia,2015,Teachers at primary level (thousands),6308.0815
62,South-central Asia,2015,Pupil-teacher ratio in primary education,31.904
62,South-central Asia,2015,Teachers at secondary level (thousands),6511.4951
62,South-central Asia,2015,Pupil-teacher ratio in secondary education,27.407
62,South-central Asia,2015,Teachers at tertiary level (thousands),1912.6338
62,South-central Asia,2018,Teachers at primary level (thousands),6410.9471
62,South-central Asia,2018,Pupil-teacher ratio in primary education,32.5363
62,South-central Asia,2018,Teachers at secondary level (thousands),7330.2712
62,South-central Asia,2018,Pupil-teacher ratio in secondary education,24.8314
62,South-central Asia,2018,Teachers at tertiary level (thousands),1970.6242
35,South-eastern Asia,2005,Teachers at primary level (thousands),2938.5634
35,South-eastern Asia,2005,Pupil-teacher ratio in primary education,23.2267
35,South-eastern Asia,2005,Teachers at secondary level (thousands),2237.4519
35,South-eastern Asia,2005,Pupil-teacher ratio in secondary education,18.2418
35,South-eastern Asia,2005,Teachers at tertiary level (thousands),579.9737
35,South-eastern Asia,2010,Teachers at primary level (thousands),3244.5245
35,South-eastern Asia,2010,Pupil-teacher ratio in primary education,21.0593
35,South-eastern Asia,2010,Teachers at secondary level (thousands),2698.5372
35,South-eastern Asia,2010,Pupil-teacher ratio in secondary education,16.8749
35,South-eastern Asia,2010,Teachers at tertiary level (thousands),690.7835
35,South-eastern Asia,2015,Teachers at primary level (thousands),3709.9557
35,South-eastern Asia,2015,Pupil-teacher ratio in primary education,18.5212
35,South-eastern Asia,2015,Teachers at secondary level (thousands),2765.3996
35,South-eastern Asia,2015,Pupil-teacher ratio in secondary education,18.587
35,South-eastern Asia,2015,Teachers at tertiary level (thousands),721.5857
35,South-eastern Asia,2018,Teachers at primary level (thousands),3500.0981
35,South-eastern Asia,2018,Pupil-teacher ratio in primary education,19.5335
35,South-eastern Asia,2018,Teachers at secondary level (thousands),3029.3104
35,South-eastern Asia,2018,Pupil-teacher ratio in secondary education,18.3915
35,South-eastern Asia,2018,Teachers at tertiary level (thousands),778.4564
34,Southern Asia,2005,Teachers at primary level (thousands),4583.4536
34,Southern Asia,2005,Pupil-teacher ratio in primary education,39.5948
34,Southern Asia,2005,Teachers at secondary level (thousands),4156.3991
34,Southern Asia,2005,Pupil-teacher ratio in secondary education,29.0486
34,Southern Asia,2005,Teachers at tertiary level (thousands),741.2261
34,Southern Asia,2010,Teachers at primary level (thousands),5275.3075
34,Southern Asia,2010,Pupil-teacher ratio in primary education,36.3657
34,Southern Asia,2010,Teachers at secondary level (thousands),5699.0768
34,Southern Asia,2010,Pupil-teacher ratio in secondary education,25.1569
34,Southern Asia,2010,Teachers at tertiary level (thousands),1256.4281
34,Southern Asia,2015,Teachers at primary level (thousands),6055.07
34,Southern Asia,2015,Pupil-teacher ratio in primary education,32.44
34,Southern Asia,2015,Teachers at secondary level (thousands),5727.1135
34,Southern Asia,2015,Pupil-teacher ratio in secondary education,29.7681
34,Southern Asia,2015,Teachers at tertiary level (thousands),1795.7358
34,Southern Asia,2018,Teachers at primary level (thousands),6146.5931
34,Southern Asia,2018,Pupil-teacher ratio in primary education,33.0212
34,Southern Asia,2018,Teachers at secondary level (thousands),6495.387
34,Southern Asia,2018,Pupil-teacher ratio in secondary education,26.8109
34,Southern Asia,2018,Teachers at tertiary level (thousands),1863.5722
145,Western Asia,2005,Teachers at primary level (thousands),1289.416
145,Western Asia,2005,Pupil-teacher ratio in primary education,18.7475
145,Western Asia,2005,Teachers at secondary level (thousands),1339.8519
145,Western Asia,2005,Pupil-teacher ratio in secondary education,14.7132
145,Western Asia,2005,Teachers at tertiary level (thousands),306.8147
145,Western Asia,2010,Teachers at primary level (thousands),1443.7084
145,Western Asia,2010,Pupil-teacher ratio in primary education,17.5962
145,Western Asia,2010,Teachers at secondary level (thousands),1591.7539
145,Western Asia,2010,Pupil-teacher ratio in secondary education,14.07
145,Western Asia,2010,Teachers at tertiary level (thousands),372.5168
145,Western Asia,2015,Teachers at primary level (thousands),1582.8054
145,Western Asia,2015,Pupil-teacher ratio in primary education,16.4792
145,Western Asia,2015,Teachers at secondary level (thousands),1787.7576
145,Western Asia,2015,Pupil-teacher ratio in secondary education,14.1081
145,Western Asia,2015,Teachers at tertiary level (thousands),483.07
145,Western Asia,2018,Teachers at primary level (thousands),1508.6692
145,Western Asia,2018,Pupil-teacher ratio in primary education,17.1374
145,Western Asia,2018,Teachers at secondary level (thousands),1927.7726
145,Western Asia,2018,Pupil-teacher ratio in secondary education,13.6331
145,Western Asia,2018,Teachers at tertiary level (thousands),507.1552
150,Europe,2005,Teachers at primary level (thousands),2672.9975
150,Europe,2005,Pupil-teacher ratio in primary education,14.3908
150,Europe,2005,Teachers at secondary level (thousands),5836.1337
150,Europe,2005,Pupil-teacher ratio in secondary education,11.1842
150,Europe,2005,Teachers at tertiary level (thousands),2275.1558
150,Europe,2010,Teachers at primary level (thousands),2673.6457
150,Europe,2010,Pupil-teacher ratio in primary education,13.746
150,Europe,2010,Teachers at secondary level (thousands),5470.6565
150,Europe,2010,Pupil-teacher ratio in secondary education,10.7181
150,Europe,2010,Teachers at tertiary level (thousands),2416.007
150,Europe,2015,Teachers at primary level (thousands),2732.4222
150,Europe,2015,Pupil-teacher ratio in primary education,14.0408
150,Europe,2015,Teachers at secondary level (thousands),5328.8804
150,Europe,2015,Pupil-teacher ratio in secondary education,10.784
150,Europe,2015,Teachers at tertiary level (thousands),2379.6279
150,Europe,2018,Teachers at primary level (thousands),2849.0262
150,Europe,2018,Pupil-teacher ratio in primary education,14.1221
150,Europe,2018,Teachers at secondary level (thousands),5433.9603
150,Europe,2018,Pupil-teacher ratio in secondary education,10.6917
150,Europe,2018,Teachers at tertiary level (thousands),2384.038
9,Oceania,2005,Teachers at primary level (thousands),158.7008
9,Oceania,2005,Pupil-teacher ratio in primary education,19.7957
9,Oceania,2010,Teachers at primary level (thousands),175.0013
9,Oceania,2010,Pupil-teacher ratio in primary education,20.3191
9,Oceania,2015,Teachers at primary level (thousands),194.7874
9,Oceania,2015,Pupil-teacher ratio in primary education,21.0515
4,Afghanistan,2010,Teachers at primary level (thousands),118.858
4,Afghanistan,2010,Pupil-teacher ratio in primary education,44.4171
4,Afghanistan,2015,Teachers at primary level (thousands),142.88
4,Afghanistan,2015,Pupil-teacher ratio in primary education,43.3884
4,Afghanistan,2015,Teachers at secondary level (thousands),82.926
4,Afghanistan,2015,Pupil-teacher ratio in secondary education,31.9738
4,Afghanistan,2018,Teachers at primary level (thousands),134.145
4,Afghanistan,2018,Pupil-teacher ratio in primary education,48.7898
4,Afghanistan,2018,Teachers at secondary level (thousands),91.456
4,Afghanistan,2018,Pupil-teacher ratio in secondary education,33.5012
4,Afghanistan,2018,Teachers at tertiary level (thousands),17.215
4,Afghanistan,2018,Pupil-teacher ratio in tertiary education,21.5283
8,Albania,2010,Teachers at primary level (thousands),11.409
8,Albania,2010,Pupil-teacher ratio in primary education,19.7021
8,Albania,2010,Teachers at secondary level (thousands),24.082
8,Albania,2010,Pupil-teacher ratio in secondary education,14.7775
8,Albania,2015,Teachers at primary level (thousands),10.119
8,Albania,2015,Pupil-teacher ratio in primary education,18.6156
8,Albania,2015,Teachers at secondary level (thousands),23.329
8,Albania,2015,Pupil-teacher ratio in secondary education,13.5059
8,Albania,2018,Teachers at primary level (thousands),9.723
8,Albania,2018,Pupil-teacher ratio in primary education,17.5729
8,Albania,2018,Teachers at secondary level (thousands),24.008
8,Albania,2018,Pupil-teacher ratio in secondary education,11.1993
8,Albania,2018,Teachers at tertiary level (thousands),9.373
8,Albania,2018,Pupil-teacher ratio in tertiary education,14.0652
12,Algeria,2005,Teachers at primary level (thousands),171.471
12,Algeria,2005,Pupil-teacher ratio in primary education,25.4372
12,Algeria,2005,Teachers at tertiary level (thousands),28.371
12,Algeria,2005,Pupil-teacher ratio in tertiary education,27.9201
12,Algeria,2010,Teachers at primary level (thousands),141.994
12,Algeria,2010,Pupil-teacher ratio in primary education,23.328
12,Algeria,2010,Teachers at tertiary level (thousands),39.782
12,Algeria,2010,Pupil-teacher ratio in tertiary education,28.7635
12,Algeria,2015,Teachers at primary level (thousands),164.684
12,Algeria,2015,Pupil-teacher ratio in primary education,23.8361
12,Algeria,2015,Teachers at tertiary level (thousands),53.622
12,Algeria,2015,Pupil-teacher ratio in tertiary education,24.0475
12,Algeria,2018,Teachers at primary level (thousands),182.153
12,Algeria,2018,Pupil-teacher ratio in primary education,24.3202
12,Algeria,2018,Teachers at tertiary level (thousands),58.647
12,Algeria,2018,Pupil-teacher ratio in tertiary education,27.2934
20,Andorra,2005,Teachers at primary level (thousands),0.356
20,Andorra,2005,Pupil-teacher ratio in primary education,11.4747
20,Andorra,2005,Teachers at secondary level (thousands),0.482
20,Andorra,2005,Pupil-teacher ratio in secondary education,7.7531
20,Andorra,2010,Teachers at primary level (thousands),0.453
20,Andorra,2010,Pupil-teacher ratio in primary education,9.6402
20,Andorra,2015,Teachers at primary level (thousands),0.419
20,Andorra,2015,Pupil-teacher ratio in primary education,9.938
20,Andorra,2015,Teachers at secondary level (thousands),0.544
20,Andorra,2015,Pupil-teacher ratio in secondary education,8.079
20,Andorra,2015,Teachers at tertiary level (thousands),0.11
20,Andorra,2015,Pupil-teacher ratio in tertiary education,4.5546
20,Andorra,2018,Teachers at primary level (thousands),0.412
20,Andorra,2018,Pupil-teacher ratio in primary education,10.4976
20,Andorra,2018,Teachers at secondary level (thousands),0.563
20,Andorra,2018,Pupil-teacher ratio in secondary education,8.016
20,Andorra,2018,Teachers at tertiary level (thousands),0.142
20,Andorra,2018,Pupil-teacher ratio in tertiary education,4.4296
24,Angola,2010,Teachers at primary level (thousands),93.734
24,Angola,2010,Pupil-teacher ratio in primary education,45.5865
24,Angola,2015,Teachers at primary level (thousands),112.352
24,Angola,2015,Pupil-teacher ratio in primary education,50.0295
24,Angola,2015,Teachers at secondary level (thousands),72.859
24,Angola,2015,Teachers at tertiary level (thousands),8.66
24,Angola,2015,Pupil-teacher ratio in tertiary education,25.5239
660,Anguilla,2005,Teachers at primary level (thousands),0.094
660,Anguilla,2005,Pupil-teacher ratio in primary education,15.4149
660,Anguilla,2005,Teachers at secondary level (thousands),0.082
660,Anguilla,2005,Pupil-teacher ratio in secondary education,12.4878
660,Anguilla,2005,Teachers at tertiary level (thousands),0.024
660,Anguilla,2005,Pupil-teacher ratio in tertiary education,1.375
660,Anguilla,2010,Teachers at primary level (thousands),0.112
660,Anguilla,2010,Pupil-teacher ratio in primary education,14.4643
28,Antigua and Barbuda,2010,Teachers at primary level (thousands),0.747
28,Antigua and Barbuda,2010,Pupil-teacher ratio in primary education,15.0656
28,Antigua and Barbuda,2010,Teachers at secondary level (thousands),0.694
28,Antigua and Barbuda,2010,Pupil-teacher ratio in secondary education,12.1556
28,Antigua and Barbuda,2010,Teachers at tertiary level (thousands),0.173
28,Antigua and Barbuda,2010,Pupil-teacher ratio in tertiary education,6.763
28,Antigua and Barbuda,2015,Teachers at primary level (thousands),0.703
28,Antigua and Barbuda,2015,Pupil-teacher ratio in primary education,14.3343
28,Antigua and Barbuda,2015,Teachers at secondary level (thousands),0.701
28,Antigua and Barbuda,2015,Pupil-teacher ratio in secondary education,11.4807
28,Antigua and Barbuda,2018,Teachers at primary level (thousands),0.816
28,Antigua and Barbuda,2018,Pupil-teacher ratio in primary education,12.4056
28,Antigua and Barbuda,2018,Teachers at secondary level (thousands),0.845
28,Antigua and Barbuda,2018,Pupil-teacher ratio in secondary education,9.297
32,Argentina,2005,Teachers at primary level (thousands),279.349
32,Argentina,2005,Pupil-teacher ratio in primary education,17.4437
32,Argentina,2005,Teachers at secondary level (thousands),256.884
32,Argentina,2005,Pupil-teacher ratio in secondary education,15.1209
51,Armenia,2005,Teachers at primary level (thousands),5.904
51,Armenia,2005,Pupil-teacher ratio in primary education,21.1973
51,Armenia,2005,Teachers at tertiary level (thousands),16.866
51,Armenia,2005,Pupil-teacher ratio in tertiary education,6.8466
51,Armenia,2010,Teachers at tertiary level (thousands),15.843
51,Armenia,2010,Pupil-teacher ratio in tertiary education,9.2233
51,Armenia,2015,Teachers at tertiary level (thousands),15.674
51,Armenia,2015,Pupil-teacher ratio in tertiary education,6.7542
51,Armenia,2018,Teachers at primary level (thousands),9.95
51,Armenia,2018,Pupil-teacher ratio in primary education,15.4186
51,Armenia,2018,Teachers at secondary level (thousands),29.311
51,Armenia,2018,Pupil-teacher ratio in secondary education,8.0169
51,Armenia,2018,Teachers at tertiary level (thousands),14.864
51,Armenia,2018,Pupil-teacher ratio in tertiary education,6.9222
533,Aruba,2005,Teachers at primary level (thousands),0.567
533,Aruba,2005,Pupil-teacher ratio in primary education,18.0776
533,Aruba,2005,Teachers at secondary level (thousands),0.502
533,Aruba,2005,Pupil-teacher ratio in secondary education,14.1753
533,Aruba,2005,Teachers at tertiary level (thousands),0.228
533,Aruba,2005,Pupil-teacher ratio in tertiary education,9.2368
533,Aruba,2010,Teachers at primary level (thousands),0.586
533,Aruba,2010,Pupil-teacher ratio in primary education,16.8225
533,Aruba,2010,Teachers at secondary level (thousands),0.532
533,Aruba,2010,Pupil-teacher ratio in secondary education,13.8008
533,Aruba,2010,Teachers at tertiary level (thousands),0.224
533,Aruba,2010,Pupil-teacher ratio in tertiary education,10.4018
533,Aruba,2015,Teachers at tertiary level (thousands),0.086
533,Aruba,2015,Pupil-teacher ratio in tertiary education,13.5581
40,Austria,2005,Teachers at primary level (thousands),29.239
40,Austria,2005,Pupil-teacher ratio in primary education,12.4088
40,Austria,2005,Teachers at secondary level (thousands),71.135
40,Austria,2005,Pupil-teacher ratio in secondary education,10.9832
40,Austria,2010,Teachers at primary level (thousands),29.743
40,Austria,2010,Pupil-teacher ratio in primary education,11.0283
40,Austria,2010,Teachers at secondary level (thousands),74.576
40,Austria,2010,Pupil-teacher ratio in secondary education,9.9725
40,Austria,2010,Teachers at tertiary level (thousands),46.651
40,Austria,2010,Pupil-teacher ratio in tertiary education,8.2635
40,Austria,2015,Teachers at primary level (thousands),30.9724
40,Austria,2015,Pupil-teacher ratio in primary education,10.5842
40,Austria,2015,Teachers at secondary level (thousands),72.1623
40,Austria,2015,Pupil-teacher ratio in secondary education,9.5766
40,Austria,2015,Teachers at tertiary level (thousands),60.8945
40,Austria,2015,Pupil-teacher ratio in tertiary education,6.9952
31,Azerbaijan,2005,Teachers at primary level (thousands),42.243
31,Azerbaijan,2005,Pupil-teacher ratio in primary education,13.4483
31,Azerbaijan,2010,Teachers at primary level (thousands),43.61
31,Azerbaijan,2010,Pupil-teacher ratio in primary education,11.0422
31,Azerbaijan,2010,Teachers at tertiary level (thousands),25.806
31,Azerbaijan,2010,Pupil-teacher ratio in tertiary education,7.0033
31,Azerbaijan,2015,Teachers at primary level (thousands),40.83
31,Azerbaijan,2015,Pupil-teacher ratio in primary education,13.4979
31,Azerbaijan,2015,Teachers at tertiary level (thousands),21.031
31,Azerbaijan,2015,Pupil-teacher ratio in tertiary education,9.7072
31,Azerbaijan,2018,Teachers at primary level (thousands),41.164
31,Azerbaijan,2018,Pupil-teacher ratio in primary education,15.4298
31,Azerbaijan,2018,Teachers at secondary level (thousands),124.211
31,Azerbaijan,2018,Pupil-teacher ratio in secondary education,7.6098
31,Azerbaijan,2018,Teachers at tertiary level (thousands),20.222
31,Azerbaijan,2018,Pupil-teacher ratio in tertiary education,9.9203
44,Bahamas,2005,Teachers at secondary level (thousands),2.365
44,Bahamas,2005,Pupil-teacher ratio in secondary education,13.5683
44,Bahamas,2010,Teachers at primary level (thousands),2.402
44,Bahamas,2010,Pupil-teacher ratio in primary education,14.1453
44,Bahamas,2010,Teachers at secondary level (thousands),2.837
44,Bahamas,2010,Pupil-teacher ratio in secondary education,12.1276
44,Bahamas,2015,Teachers at primary level (thousands),1.555
44,Bahamas,2015,Pupil-teacher ratio in primary education,21.0412
44,Bahamas,2015,Teachers at secondary level (thousands),2.185
44,Bahamas,2015,Pupil-teacher ratio in secondary education,11.7922
44,Bahamas,2018,Teachers at primary level (thousands),1.517
44,Bahamas,2018,Pupil-teacher ratio in primary education,19.4489
44,Bahamas,2018,Teachers at secondary level (thousands),2.154
44,Bahamas,2018,Pupil-teacher ratio in secondary education,12.481
48,Bahrain,2015,Teachers at primary level (thousands),9.219
48,Bahrain,2015,Pupil-teacher ratio in primary education,11.7316
48,Bahrain,2015,Teachers at secondary level (thousands),9.374
48,Bahrain,2015,Pupil-teacher ratio in secondary education,9.8628
48,Bahrain,2015,Teachers at tertiary level (thousands),2.52
48,Bahrain,2015,Pupil-teacher ratio in tertiary education,15.4369
48,Bahrain,2018,Teachers at primary level (thousands),9.551
48,Bahrain,2018,Pupil-teacher ratio in primary education,11.9232
48,Bahrain,2018,Teachers at secondary level (thousands),9.671
48,Bahrain,2018,Pupil-teacher ratio in secondary education,10.2395
48,Bahrain,2018,Teachers at tertiary level (thousands),2.056
48,Bahrain,2018,Pupil-teacher ratio in tertiary education,21.858
50,Bangladesh,2005,Teachers at primary level (thousands),344.806
50,Bangladesh,2005,Pupil-teacher ratio in primary education,47.0394
50,Bangladesh,2005,Teachers at secondary level (thousands),422.578
50,Bangladesh,2005,Pupil-teacher ratio in secondary education,23.9232
50,Bangladesh,2005,Teachers at tertiary level (thousands),52.297
50,Bangladesh,2005,Pupil-teacher ratio in tertiary education,17.4312
50,Bangladesh,2010,Teachers at primary level (thousands),395.281
50,Bangladesh,2010,Pupil-teacher ratio in primary education,42.9748
50,Bangladesh,2010,Teachers at secondary level (thousands),400.052
50,Bangladesh,2010,Pupil-teacher ratio in secondary education,28.3315
50,Bangladesh,2015,Teachers at primary level (thousands),527.798
50,Bangladesh,2018,Teachers at primary level (thousands),576.887
50,Bangladesh,2018,Pupil-teacher ratio in primary education,30.0546
50,Bangladesh,2018,Teachers at secondary level (thousands),452.193
50,Bangladesh,2018,Pupil-teacher ratio in secondary education,35.0952
50,Bangladesh,2018,Teachers at tertiary level (thousands),84.8759
